COUNTY,REGION,DISTRICT,D_rating,DISTNAME,CNTYNAME,DFLCHART,DFLALTED,DAD_POST,OUTCOME,asvab_status
"'102","'07","'102904","Not Rated: Data Under Review","HALLSVILLE ISD","HARRISON","N","N"," ","Needs Assistance"," "
"'102","'07","'102905","A","HARLETON ISD","HARRISON","N","N","0","Meets Requirements"," "
"'102","'07","'102906","A","ELYSIAN FIELDS ISD","HARRISON","N","N","0","Meets Requirements"," "
"'103","'16","'103901","B","CHANNING ISD","HARTLEY","N","N"," ","Meets Requirements"," "
"'103","'16","'103902","A","HARTLEY ISD","HARTLEY","N","N"," ","Meets Requirements","ASVAB Alternative Test Offered"
"'104","'14","'104901","A","HASKELL CISD","HASKELL","N","N","0","Meets Requirements"," "
"'104","'14","'104903","B","RULE ISD","HASKELL","N","N"," ","Meets Requirements"," "
"'104","'14","'104907","A","PAINT CREEK ISD","HASKELL","N","N"," ","Meets Requirements","ASVAB Alternative Test Offered"
"'105","'13","'105801","C","KATHERINE ANNE PORTER SCHOOL","HAYS","Y","N"," ","Meets Requirements","ASVAB Test not Offered"
"'105","'13","'105802","A","TEXAS PREPARATORY SCHOOL","HAYS","Y","N"," ","Meets Requirements"," "
"'105","'13","'105803","Not Rated: Senate Bill 1365","KI CHARTER ACADEMY","HAYS","Y","N"," ","Meets Requirements"," "
"'105","'13","'105902","C","SAN MARCOS CISD","HAYS","N","N","0","Needs Assistance"," "
"'105","'13","'105904","A","DRIPPING SPRINGS ISD","HAYS","N","N","0","Meets Requirements"," "
"'105","'13","'105905","A","WIMBERLEY ISD","HAYS","N","N","0","Meets Requirements","ASVAB Alternative Test Offered"
"'105","'13","'105906","B","HAYS CISD","HAYS","N","N","0","Needs Assistance"," "
"'106","'16","'106901","A","CANADIAN ISD","HEMPHILL","N","N","1","Meets Requirements"," "
"'107","'10","'107901","B","ATHENS ISD","HENDERSON","N","N","1","Needs Assistance"," "
"'107","'07","'107902","B","BROWNSBORO ISD","HENDERSON","N","N","0","Meets Requirements"," "
"'107","'07","'107904","B","CROSS ROADS ISD","HENDERSON","N","N","0","Meets Requirements"," "
"'107","'07","'107905","B","EUSTACE ISD","HENDERSON","N","N","0","Meets Requirements"," "
"'107","'07","'107906","A","MALAKOFF ISD","HENDERSON","N","N","1","Meets Requirements"," "
"'107","'07","'107907","B","TRINIDAD ISD","HENDERSON","N","N"," ","Meets Requirements"," "
"'107","'07","'107908","Not Rated: Senate Bill 1365","MURCHISON ISD","HENDERSON","N","N"," ","Meets Requirements"," "
"'107","'07","'107910","B","LAPOYNOR ISD","HENDERSON","N","N","0","Meets Requirements"," "
"'108","'01","'108802","C","HORIZON MONTESSORI PUBLIC SCHOOLS","HIDALGO","Y","N","0","Meets Requirements"," "
"'108","'01","'108804","A","TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY","HIDALGO","Y","Y"," ","Meets Requirements"," "
"'108","'01","'108807","B","IDEA PUBLIC SCHOOLS","HIDALGO","Y","N","1","Meets Requirements","ASVAB Test not Offered"
"'108","'01","'108808","A","VANGUARD ACADEMY","HIDALGO","Y","N","1","Meets Requirements"," "
"'108","'01","'108809","B","EXCELLENCE IN LEADERSHIP ACADEMY","HIDALGO","Y","N"," ","Meets Requirements"," "
"'108","'01","'108902","B","DONNA ISD","HIDALGO","N","N","0","Needs Assistance"," "
"'108","'01","'108903","B","EDCOUCH-ELSA ISD","HIDALGO","N","N","0","Needs Intervention"," "
"'108","'01","'108904","A","EDINBURG CISD","HIDALGO","N","N","1","Meets Requirements"," "
"'108","'01","'108905","A","HIDALGO ISD","HIDALGO","N","N","1","Meets Requirements"," "
"'108","'01","'108906","A","MCALLEN ISD","HIDALGO","N","N","1","Meets Requirements"," "
"'108","'01","'108907","B","MERCEDES ISD","HIDALGO","N","N","0","Needs Assistance"," "
"'108","'01","'108908","B","MISSION CISD","HIDALGO","N","N","0","Needs Intervention"," "
"'108","'01","'108909","A","PHARR-SAN JUAN-ALAMO ISD","HIDALGO","N","N","0","Meets Requirements"," "
"'108","'01","'108910","B","PROGRESO ISD","HIDALGO","N","N","0","Needs Intervention"," "
"'108","'01","'108911","A","SHARYLAND ISD","HIDALGO","N","N","0","Meets Requirements"," "
"'108","'01","'108912","B","LA JOYA ISD","HIDALGO","N","N","0","Needs Assistance"," "
"'108","'01","'108913","B","WESLACO ISD","HIDALGO","N","N","0","Needs Assistance"," "
"'108","'01","'108914","Not Rated: Senate Bill 1365","LA VILLA ISD","HIDALGO","N","N","0","Meets Requirements"," "
"'108","'01","'108915","B","MONTE ALTO ISD","HIDALGO","N","N","0","Meets Requirements"," "
"'108","'01","'108916","A","VALLEY VIEW ISD","HIDALGO","N","N","1","Meets Requirements"," "
"'109","'12","'109901","A","ABBOTT ISD","HILL","N","N"," ","Meets Requirements"," "
"'109","'12","'109902","A","BYNUM ISD","HILL","N","N"," ","Meets Requirements"," "
"'109","'12","'109903","B","COVINGTON ISD","HILL","N","N"," ","Meets Requirements"," "
"'109","'12","'109904","B","HILLSBORO ISD","HILL","N","N","0","Meets Requirements"," "
"'109","'12","'109905","B","HUBBARD ISD","HILL","N","N","0","Meets Requirements"," "
"'109","'12","'109907","B","ITASCA ISD","HILL","N","N","0","Meets Requirements"," "
"'109","'12","'109908","Not Rated: Senate Bill 1365","MALONE ISD","HILL","N","N"," ","Meets Requirements"," "
"'109","'12","'109910","B","MOUNT CALM ISD","HILL","N","N"," ","Meets Requirements"," "
"'109","'12","'109911","C","WHITNEY ISD","HILL","N","N","0","Meets Requirements"," "
"'109","'12","'109912","A","AQUILLA ISD","HILL","N","N","0","Meets Requirements"," "
"'109","'12","'109913","B","BLUM ISD","HILL","N","N"," ","Meets Requirements"," "
"'109","'12","'109914","B","PENELOPE ISD","HILL","N","N"," ","Meets Requirements"," "
"'110","'17","'110901","B","ANTON ISD","HOCKLEY","N","N"," ","Meets Requirements"," "
"'110","'17","'110902","B","LEVELLAND ISD","HOCKLEY","N","N","0","Meets Requirements"," "
"'110","'17","'110905","A","ROPES ISD","HOCKLEY","N","N"," ","Meets Requirements"," "
"'110","'17","'110906","A","SMYER ISD","HOCKLEY","N","N"," ","Meets Requirements"," "
"'110","'17","'110907","B","SUNDOWN ISD","HOCKLEY","N","N","1","Meets Requirements","ASVAB Alternative Test Offered"
"'110","'17","'110908","A","WHITHARRAL ISD","HOCKLEY","N","N"," ","Meets Requirements"," "
"'111","'11","'111801","Not Rated","LAKE GRANBURY ACADEMY CHARTER SCHOOL","HOOD","Y","Y"," ","Meets Requirements","ASVAB Test not Offered"
"'111","'11","'111901","B","GRANBURY ISD","HOOD","N","N","0","Meets Requirements"," "
"'111","'11","'111902","A","LIPAN ISD","HOOD","N","N","0","Meets Requirements"," "
"'111","'11","'111903","A","TOLAR ISD","HOOD","N","N","0","Meets Requirements"," "
"'112","'08","'112901","B","SULPHUR SPRINGS ISD","HOPKINS","N","N","0","Needs Assistance"," "
"'112","'08","'112905","B","CUMBY ISD","HOPKINS","N","N","0","Meets Requirements"," "
"'112","'08","'112906","A","NORTH HOPKINS ISD","HOPKINS","N","N","0","Meets Requirements"," "
"'112","'08","'112907","A","MILLER GROVE ISD","HOPKINS","N","N"," ","Meets Requirements"," "
"'112","'08","'112908","B","COMO-PICKTON CISD","HOPKINS","N","N"," ","Meets Requirements"," "
"'112","'08","'112909","A","SALTILLO ISD","HOPKINS","N","N"," ","Meets Requirements"," "
"'112","'08","'112910","B","SULPHUR BLUFF ISD","HOPKINS","N","N"," ","Meets Requirements"," "
"'113","'06","'113901","C","CROCKETT ISD","HOUSTON","N","N","0","Needs Assistance"," "
"'113","'06","'113902","B","GRAPELAND ISD","HOUSTON","N","N","0","Meets Requirements"," "
"'113","'06","'113903","B","LOVELADY ISD","HOUSTON","N","N","0","Meets Requirements"," "
"'113","'06","'113905","A","LATEXO ISD","HOUSTON","N","N","0","Meets Requirements"," "
"'113","'06","'113906","A","KENNARD ISD","HOUSTON","N","N"," ","Meets Requirements"," "
"'114","'18","'114901","C","BIG SPRING ISD","HOWARD","N","N","0","Needs Assistance"," "
"'114","'18","'114902","C","COAHOMA ISD","HOWARD","N","N","0","Meets Requirements"," "
"'114","'18","'114904","A","FORSAN ISD","HOWARD","N","N","0","Meets Requirements"," "
"'115","'19","'115901","B","FT HANCOCK ISD","HUDSPETH","N","N","0","Meets Requirements"," "
"'115","'19","'115902","B","SIERRA BLANCA ISD","HUDSPETH","N","N"," ","Meets Requirements"," "
"'115","'19","'115903","A","DELL CITY ISD","HUDSPETH","N","N"," ","Meets Requirements"," "
"'116","'10","'116901","A","CADDO MILLS ISD","HUNT","N","N","1","Meets Requirements"," "
"'116","'10","'116902","B","CELESTE ISD","HUNT","N","N","0","Meets Requirements"," "
"'116","'10","'116903","B","COMMERCE ISD","HUNT","N","N","0","Needs Assistance"," "
"'116","'10","'116905","C","GREENVILLE ISD","HUNT","N","N","0","Needs Intervention"," "
"'116","'10","'116906","A","LONE OAK ISD","HUNT","N","N","0","Meets Requirements"," "
"'116","'10","'116908","B","QUINLAN ISD","HUNT","N","N","0","Needs Assistance"," "
"'116","'10","'116909","B","WOLFE CITY ISD","HUNT","N","N","0","Meets Requirements"," "
"'116","'10","'116910","C","CAMPBELL ISD","HUNT","N","N","0","Meets Requirements"," "
"'116","'10","'116915","A","BLAND ISD","HUNT","N","N","0","Meets Requirements"," "
"'116","'10","'116916","B","BOLES ISD","HUNT","N","N","1","Meets Requirements"," "
"'117","'16","'117901","B","BORGER ISD","HUTCHINSON","N","N","0","Meets Requirements"," "
"'117","'16","'117903","B","SANFORD-FRITCH ISD","HUTCHINSON","N","N","0","Meets Requirements"," "
"'117","'16","'117904","A","PLEMONS-STINNETT-PHILLIPS CISD","HUTCHINSON","N","N","0","Meets Requirements"," "
"'117","'16","'117907","B","SPRING CREEK ISD","HUTCHINSON","N","N"," ","Meets Requirements"," "
"'118","'15","'118902","A","IRION COUNTY ISD","IRION","N","N","0","Meets Requirements"," "
"'119","'09","'119901","A","BRYSON ISD","JACK","N","N"," ","Meets Requirements"," "
"'119","'09","'119902","B","JACKSBORO ISD","JACK","N","N","0","Meets Requirements"," "
"'119","'09","'119903","A","PERRIN-WHITT CISD","JACK","N","N","0","Meets Requirements"," "
"'120","'03","'120901","B","EDNA ISD","JACKSON","N","N","1","Meets Requirements"," "
"'120","'03","'120902","B","GANADO ISD","JACKSON","N","N","0","Meets Requirements"," "
"'120","'03","'120905","A","INDUSTRIAL ISD","JACKSON","N","N","1","Meets Requirements"," "
"'121","'05","'121902","B","BROOKELAND ISD","JASPER","N","N","0","Meets Requirements"," "
"'121","'05","'121903","B","BUNA ISD","JASPER","N","N","0","Needs Assistance"," "
"'121","'05","'121904","Not Rated: Senate Bill 1365","JASPER ISD","JASPER","N","N","0","Needs Substantial Intervention"," "
"'121","'05","'121905","B","KIRBYVILLE CISD","JASPER","N","N","0","Meets Requirements"," "
"'121","'05","'121906","A","EVADALE ISD","JASPER","N","N","0","Meets Requirements"," "
"'122","'18","'122901","B","FT DAVIS ISD","JEFF DAVIS","N","N"," ","Meets Requirements"," "
"'122","'18","'122902","A","VALENTINE ISD","JEFF DAVIS","N","N"," ","Meets Requirements"," "
"'123","'05","'123803","B","TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL","JEFFERSON","Y","N","0","Meets Requirements"," "
"'123","'05","'123805","B","EHRHART SCHOOL","JEFFERSON","Y","N"," ","Meets Requirements"," "
"'123","'05","'123807","A","BOB HOPE SCHOOL","JEFFERSON","Y","N","1","Meets Requirements"," "
"'123","'05","'123905","A","NEDERLAND ISD","JEFFERSON","N","N","1","Meets Requirements"," "
"'123","'05","'123907","C","PORT ARTHUR ISD","JEFFERSON","N","N","0","Needs Intervention"," "
"'123","'05","'123908","B","PORT NECHES-GROVES ISD","JEFFERSON","N","N","0","Needs Assistance"," "
"'123","'05","'123910","Not Rated: Senate Bill 1365","BEAUMONT ISD","JEFFERSON","N","N","0","Needs Substantial Intervention"," "
"'123","'05","'123913","B","SABINE PASS ISD","JEFFERSON","N","N"," ","Meets Requirements"," "
"'123","'05","'123914","C","HAMSHIRE-FANNETT ISD","JEFFERSON","N","N","0","Meets Requirements"," "
"'124","'01","'124901","A","JIM HOGG COUNTY ISD","JIM HOGG","N","N","1","Meets Requirements"," "
"'125","'02","'125901","C","ALICE ISD","JIM WELLS","N","N","0","Needs Assistance"," "
"'125","'02","'125902","B","BEN BOLT-PALITO BLANCO ISD","JIM WELLS","N","N","0","Meets Requirements"," "
"'125","'02","'125903","A","ORANGE GROVE ISD","JIM WELLS","N","N","0","Meets Requirements"," "
"'125","'02","'125905","B","PREMONT ISD","JIM WELLS","N","N","0","Meets Requirements","ASVAB Alternative Test Offered"
"'125","'02","'125906","B","LA GLORIA ISD","JIM WELLS","N","N"," ","Meets Requirements"," "
"'126","'11","'126901","C","ALVARADO ISD","JOHNSON","N","N","0","Meets Requirements"," "
"'126","'11","'126902","B","BURLESON ISD","JOHNSON","N","N","0","Meets Requirements"," "
"'126","'11","'126903","B","CLEBURNE ISD","JOHNSON","N","N","0","Needs Assistance"," "
"'126","'11","'126904","A","GRANDVIEW ISD","JOHNSON","N","N","0","Meets Requirements"," "
"'126","'11","'126905","A","JOSHUA ISD","JOHNSON","N","N","1","Meets Requirements"," "
"'126","'11","'126906","B","KEENE ISD","JOHNSON","N","N","0","Meets Requirements"," "
"'126","'11","'126907","B","RIO VISTA ISD","JOHNSON","N","N","0","Meets Requirements"," "
"'126","'11","'126908","B","VENUS ISD","JOHNSON","N","N","0","Needs Assistance"," "
"'126","'11","'126911","B","GODLEY ISD","JOHNSON","N","N","0","Needs Intervention"," "
"'127","'14","'127901","B","ANSON ISD","JONES","N","N","0","Meets Requirements"," "
"'127","'14","'127903","B","HAMLIN COLLEGIATE ISD","JONES","N","N","0","Meets Requirements"," "
"'127","'14","'127904","C","HAWLEY ISD","JONES","N","N","0","Meets Requirements"," "
"'127","'14","'127905","A","LUEDERS-AVOCA ISD","JONES","N","N"," ","Meets Requirements"," "
"'127","'14","'127906","A","STAMFORD ISD","JONES","N","N","0","Meets Requirements"," "
"'128","'20","'128901","B","KARNES CITY ISD","KARNES","N","N","0","Needs Assistance"," "
"'128","'03","'128902","B","KENEDY ISD","KARNES","N","N","0","Meets Requirements"," "
"'128","'03","'128903","C","RUNGE ISD","KARNES","N","N","0","Meets Requirements"," "
"'128","'20","'128904","A","FALLS CITY ISD","KARNES","N","N","1","Meets Requirements"," "
"'129","'10","'129901","B","CRANDALL ISD","KAUFMAN","N","N","0","Needs Assistance"," "
"'129","'10","'129902","B","FORNEY ISD","KAUFMAN","N","N","0","Needs Assistance"," "
"'129","'10","'129903","A","KAUFMAN ISD","KAUFMAN","N","N","1","Meets Requirements"," "
"'129","'10","'129904","C","KEMP ISD","KAUFMAN","N","N","0","Needs Assistance"," "
"'129","'10","'129905","A","MABANK ISD","KAUFMAN","N","N","0","Needs Assistance"," "
"'129","'10","'129906","B","TERRELL ISD","KAUFMAN","N","N","0","Needs Intervention"," "
"'129","'10","'129910","B","SCURRY-ROSSER ISD","KAUFMAN","N","N","0","Meets Requirements"," "
"'130","'20","'130801","Not Rated: Senate Bill 1365","MEADOWLAND CHARTER DISTRICT","KENDALL","Y","N"," ","Meets Requirements","ASVAB Alternative Test Offered"
"'130","'20","'130901","A","BOERNE ISD","KENDALL","N","N","0","Meets Requirements"," "
"'130","'13","'130902","B","COMFORT ISD","KENDALL","N","N","0","Meets Requirements"," "
"'131","'02","'131001","B","KENEDY COUNTY WIDE CSD","KENEDY","N","N"," ","Meets Requirements"," "
"'132","'17","'132902","A","JAYTON-GIRARD ISD","KENT","N","N"," ","Meets Requirements"," "
"'133","'20","'133901","B","CENTER POINT ISD","KERR","N","N","0","Meets Requirements"," "
"'133","'20","'133902","B","HUNT ISD","KERR","N","N"," ","Meets Requirements"," "
"'133","'20","'133903","B","KERRVILLE ISD","KERR","N","N","0","Meets Requirements"," "
"'133","'20","'133904","A","INGRAM ISD","KERR","N","N","1","Meets Requirements"," "
"'133","'20","'133905","B","DIVIDE ISD","KERR","N","N"," ","Meets Requirements"," "
"'134","'15","'134901","B","JUNCTION ISD","KIMBLE","N","N","0","Meets Requirements"," "
"'135","'17","'135001","A","GUTHRIE CSD","KING","N","N"," ","Meets Requirements"," "
"'136","'20","'136901","B","BRACKETT ISD","KINNEY","N","N","0","Meets Requirements"," "
"'137","'02","'137901","C","KINGSVILLE ISD","KLEBERG","N","N","0","Needs Substantial Intervention"," "
"'137","'02","'137902","A","RICARDO ISD","KLEBERG","N","N"," ","Meets Requirements"," "
"'137","'02","'137903","A","RIVIERA ISD","KLEBERG","N","N","0","Meets Requirements"," "
"'137","'02","'137904","A","SANTA GERTRUDIS ISD","KLEBERG","N","N","0","Meets Requirements"," "
"'138","'09","'138902","B","KNOX CITY-O'BRIEN CISD","KNOX","N","N"," ","Meets Requirements"," "
"'138","'09","'138903","B","MUNDAY CISD","KNOX","N","N","0","Meets Requirements"," "
"'138","'09","'138904","A","BENJAMIN ISD","KNOX","N","N"," ","Meets Requirements"," "
"'139","'08","'139905","A","CHISUM ISD","LAMAR","N","N","0","Meets Requirements"," "
"'139","'08","'139909","B","PARIS ISD","LAMAR","N","N","0","Meets Requirements"," "
"'139","'08","'139911","C","NORTH LAMAR ISD","LAMAR","N","N","0","Needs Assistance"," "
"'139","'08","'139912","B","PRAIRILAND ISD","LAMAR","N","N","0","Meets Requirements"," "
"'140","'17","'140901","B","AMHERST ISD","LAMB","N","N"," ","Meets Requirements"," "
"'140","'17","'140904","B","LITTLEFIELD ISD","LAMB","N","N","0","Meets Requirements"," "
"'140","'17","'140905","B","OLTON ISD","LAMB","N","N","0","Meets Requirements"," "
"'140","'17","'140907","B","SPRINGLAKE-EARTH ISD","LAMB","N","N","0","Meets Requirements"," "
"'140","'17","'140908","A","SUDAN ISD","LAMB","N","N","1","Meets Requirements"," "
"'141","'12","'141901","A","LAMPASAS ISD","LAMPASAS","N","N","1","Meets Requirements"," "
"'141","'12","'141902","B","LOMETA ISD","LAMPASAS","N","N","0","Meets Requirements"," "
"'142","'20","'142901","B","COTULLA ISD","LA SALLE","N","N","0","Needs Assistance"," "
"'143","'03","'143901","A","HALLETTSVILLE ISD","LAVACA","N","N","0","Meets Requirements"," "
"'143","'03","'143902","A","MOULTON ISD","LAVACA","N","N","1","Meets Requirements"," "
"'143","'03","'143903","A","SHINER ISD","LAVACA","N","N","0","Meets Requirements"," "
"'143","'03","'143904","B","VYSEHRAD ISD","LAVACA","N","N"," ","Meets Requirements"," "
"'143","'03","'143905","A","SWEET HOME ISD","LAVACA","N","N"," ","Meets Requirements"," "
"'143","'03","'143906","B","EZZELL ISD","LAVACA","N","N"," ","Meets Requirements"," "
"'144","'13","'144901","A","GIDDINGS ISD","LEE","N","N","0","Meets Requirements"," "
"'144","'13","'144902","A","LEXINGTON ISD","LEE","N","N","0","Meets Requirements"," "
"'144","'13","'144903","C","DIME BOX ISD","LEE","N","N"," ","Meets Requirements"," "
"'145","'06","'145901","A","BUFFALO ISD","LEON","N","N","1","Meets Requirements"," "
"'145","'06","'145902","B","CENTERVILLE ISD","LEON","N","N","0","Meets Requirements"," "
"'145","'06","'145906","B","NORMANGEE ISD","LEON","N","N","0","Meets Requirements"," "
"'145","'06","'145907","B","OAKWOOD ISD","LEON","N","N","0","Meets Requirements"," "
"'145","'06","'145911","A","LEON ISD","LEON","N","N","0","Meets Requirements"," "
"'146","'04","'146901","B","CLEVELAND ISD","LIBERTY","N","N","0","Needs Assistance"," "
"'146","'04","'146902","C","DAYTON ISD","LIBERTY","N","N","0","Needs Intervention"," "
"'146","'04","'146903","A","DEVERS ISD","LIBERTY","N","N"," ","Meets Requirements"," "
"'146","'05","'146904","B","HARDIN ISD","LIBERTY","N","N","0","Meets Requirements"," "
"'146","'05","'146905","C","HULL-DAISETTA ISD","LIBERTY","N","N","0","Meets Requirements"," "
"'146","'05","'146906","B","LIBERTY ISD","LIBERTY","N","N","0","Meets Requirements"," "
"'146","'04","'146907","B","TARKINGTON ISD","LIBERTY","N","N","0","Meets Requirements"," "
"'147","'12","'147901","A","COOLIDGE ISD","LIMESTONE","N","N","0","Meets Requirements"," "
"'147","'12","'147902","B","GROESBECK ISD","LIMESTONE","N","N","0","Needs Assistance"," "
"'147","'12","'147903","B","MEXIA ISD","LIMESTONE","N","N","0","Needs Intervention"," "
"'148","'16","'148901","A","BOOKER ISD","LIPSCOMB","N","N","0","Meets Requirements"," "
"'148","'16","'148902","B","FOLLETT ISD","LIPSCOMB","N","N"," ","Meets Requirements"," "
"'148","'16","'148905","B","DARROUZETT ISD","LIPSCOMB","N","N"," ","Meets Requirements"," "
"'149","'02","'149901","A","GEORGE WEST ISD","LIVE OAK","N","N","1","Meets Requirements"," "
"'149","'02","'149902","C","THREE RIVERS ISD","LIVE OAK","N","N","0","Meets Requirements"," "
"'150","'13","'150901","A","LLANO ISD","LLANO","N","N","1","Meets Requirements"," "
"'152","'17","'152504","A","TEXAS TECH UNIVERSITY K-12","LUBBOCK","N","N"," ","Meets Requirements","ASVAB Test not Offered"
"'152","'17","'152802","A","RISE ACADEMY","LUBBOCK","Y","N"," ","Meets Requirements"," "
"'152","'17","'152803","Not Rated: Data Under Review","TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOCK","LUBBOCK","Y","Y"," ","Meets Requirements"," "
"'152","'17","'152806","Not Rated: Senate Bill 1365","BETTY M CONDRA SCHOOL FOR EDUCATION INNOVATION","LUBBOCK","Y","N"," ","Meets Requirements"," "
"'152","'17","'152901","B","LUBBOCK ISD","LUBBOCK","N","N","0","Needs Assistance"," "
"'152","'17","'152902","B","NEW DEAL ISD","LUBBOCK","N","N","1","Meets Requirements"," "
"'152","'17","'152903","B","SLATON ISD","LUBBOCK","N","N","0","Meets Requirements"," "
"'152","'17","'152906","A","LUBBOCK-COOPER ISD","LUBBOCK","N","N","1","Meets Requirements"," "
"'152","'17","'152907","A","FRENSHIP ISD","LUBBOCK","N","N","1","Meets Requirements"," "
"'152","'17","'152908","B","ROOSEVELT ISD","LUBBOCK","N","N","0","Needs Assistance"," "
"'152","'17","'152909","A","SHALLOWATER ISD","LUBBOCK","N","N","1","Meets Requirements"," "
"'152","'17","'152910","A","IDALOU ISD","LUBBOCK","N","N","1","Meets Requirements"," "
"'153","'17","'153903","B","O'DONNELL ISD","LYNN","N","N"," ","Meets Requirements"," "
"'153","'17","'153904","A","TAHOKA ISD","LYNN","N","N","1","Meets Requirements"," "
"'153","'17","'153905","A","NEW HOME ISD","LYNN","N","N"," ","Meets Requirements"," "
"'153","'17","'153907","B","WILSON ISD","LYNN","N","N"," ","Meets Requirements"," "
"'154","'06","'154901","A","MADISONVILLE CISD","MADISON","N","N","1","Meets Requirements"," "
"'154","'06","'154903","A","NORTH ZULCH ISD","MADISON","N","N"," ","Meets Requirements"," "
"'155","'08","'155901","C","JEFFERSON ISD","MARION","N","N","0","Needs Assistance"," "
"'156","'18","'156902","B","STANTON ISD","MARTIN","N","N","0","Needs Assistance"," "
"'156","'18","'156905","A","GRADY ISD","MARTIN","N","N"," ","Meets Requirements"," "
"'157","'15","'157901","A","MASON ISD","MASON","N","N","1","Meets Requirements"," "
"'158","'03","'158901","B","BAY CITY ISD","MATAGORDA","N","N","0","Needs Intervention"," "
"'158","'03","'158902","A","TIDEHAVEN ISD","MATAGORDA","N","N","0","Meets Requirements"," "
"'158","'03","'158904","C","MATAGORDA ISD","MATAGORDA","N","N"," ","Meets Requirements"," "
"'158","'03","'158905","B","PALACIOS ISD","MATAGORDA","N","N","0","Meets Requirements"," "
"'158","'03","'158906","B","VAN VLECK ISD","MATAGORDA","N","N","0","Meets Requirements"," "
"'159","'20","'159901","B","EAGLE PASS ISD","MAVERICK","N","N","0","Meets Requirements"," "
"'160","'15","'160901","A","BRADY ISD","MCCULLOCH","N","N","0","Meets Requirements"," "
"'160","'15","'160904","A","ROCHELLE ISD","MCCULLOCH","N","N"," ","Meets Requirements"," "
"'160","'15","'160905","Not Rated: Senate Bill 1365","LOHN ISD","MCCULLOCH","N","N"," ","Meets Requirements"," "
"'161","'12","'161801","C","WACO CHARTER SCHOOL","MCLENNAN","Y","N"," ","Meets Requirements"," "
"'161","'12","'161802","B","RAPOPORT ACADEMY PUBLIC SCHOOL","MCLENNAN","Y","N","0","Meets Requirements"," "
"'161","'12","'161807","A","HARMONY PUBLIC SCHOOLS - NORTH TEXAS","MCLENNAN","Y","N","0","Meets Requirements"," "
"'161","'12","'161901","B","CRAWFORD ISD","MCLENNAN","N","N","0","Meets Requirements"," "
"'161","'12","'161903","A","MIDWAY ISD","MCLENNAN","N","N","0","Meets Requirements"," "
"'161","'12","'161906","B","LA VEGA ISD","MCLENNAN","N","N","0","Needs Assistance"," "
"'161","'12","'161907","A","LORENA ISD","MCLENNAN","N","N","0","Meets Requirements"," "
"'161","'12","'161908","B","MART ISD","MCLENNAN","N","N","0","Meets Requirements"," "
"'161","'12","'161909","B","MCGREGOR ISD","MCLENNAN","N","N","0","Needs Assistance"," "
"'161","'12","'161910","B","MOODY ISD","MCLENNAN","N","N","0","Meets Requirements"," "
"'161","'12","'161912","A","RIESEL ISD","MCLENNAN","N","N","0","Meets Requirements"," "
"'161","'12","'161914","C","WACO ISD","MCLENNAN","N","N","0","Needs Substantial Intervention"," "
"'161","'12","'161916","A","WEST ISD","MCLENNAN","N","N","0","Meets Requirements"," "
"'161","'12","'161918","A","AXTELL ISD","MCLENNAN","N","N","0","Meets Requirements"," "
"'161","'12","'161919","B","BRUCEVILLE-EDDY ISD","MCLENNAN","N","N","0","Meets Requirements"," "
"'161","'12","'161920","A","CHINA SPRING ISD","MCLENNAN","N","N","0","Meets Requirements"," "
"'161","'12","'161921","B","CONNALLY ISD","MCLENNAN","N","N","0","Needs Intervention"," "
"'161","'12","'161922","A","ROBINSON ISD","MCLENNAN","N","N","0","Meets Requirements"," "
"'161","'12","'161923","A","BOSQUEVILLE ISD","MCLENNAN","N","N","0","Meets Requirements"," "
"'161","'12","'161924","B","HALLSBURG ISD","MCLENNAN","N","N"," ","Meets Requirements"," "
"'161","'12","'161925","B","GHOLSON ISD","MCLENNAN","N","N"," ","Meets Requirements"," "
"'162","'02","'162904","A","MCMULLEN COUNTY ISD","MCMULLEN","N","N"," ","Meets Requirements"," "
"'163","'20","'163901","B","DEVINE ISD","MEDINA","N","N","0","Meets Requirements"," "
"'163","'20","'163902","B","D'HANIS ISD","MEDINA","N","N"," ","Meets Requirements"," "
"'163","'20","'163903","B","NATALIA ISD","MEDINA","N","N","0","Needs Assistance"," "
"'163","'20","'163904","B","HONDO ISD","MEDINA","N","N","0","Meets Requirements"," "
"'163","'20","'163908","A","MEDINA VALLEY ISD","MEDINA","N","N","1","Meets Requirements"," "
"'164","'15","'164901","B","MENARD ISD","MENARD","N","N","0","Meets Requirements"," "
"'165","'18","'165802","A","MIDLAND ACADEMY CHARTER SCHOOL","MIDLAND","Y","N"," ","Meets Requirements"," "
"'165","'18","'165901","B","MIDLAND ISD","MIDLAND","N","N","0","Needs Assistance"," "
"'165","'18","'165902","B","GREENWOOD ISD","MIDLAND","N","N","0","Meets Requirements"," "
"'166","'06","'166901","B","CAMERON ISD","MILAM","N","N","0","Needs Assistance"," "
"'166","'06","'166902","B","GAUSE ISD","MILAM","N","N"," ","Meets Requirements"," "
"'166","'06","'166903","A","MILANO ISD","MILAM","N","N","0","Meets Requirements"," "
"'166","'06","'166904","B","ROCKDALE ISD","MILAM","N","N","0","Meets Requirements"," "
"'166","'13","'166905","B","THORNDALE ISD","MILAM","N","N","0","Meets Requirements"," "
